date,daily_return,portfolio_value
2023-10-09,0.0,1.0
2023-10-12,0.0,1.0
2023-10-16,0.0,1.0
2023-10-17,0.0,1.0
2023-10-18,0.0,1.0
2023-10-19,0.0,1.0
2023-10-20,0.0,1.0
2023-10-23,0.0,1.0
2023-10-26,0.0,1.0
2023-10-31,0.0,1.0
2023-11-01,0.0,1.0
2023-11-02,0.0,1.0
2023-11-03,0.0,1.0
2023-11-06,-0.0008333333333333334,0.9991666666666666
2023-11-07,0.0016031377081021276,1.0007684684266787
2023-11-08,0.0016031377081021276,1.002372838095493
2023-11-09,0.0016031377081021276,1.0039797797898211
2023-11-10,0.0016031377081021276,1.005589297632974
2023-11-13,0.003632467922046153,1.0092420684993788
2023-11-16,0.0041080766559853195,1.0133881122812194
2023-11-17,0.009453780430015806,1.0229684609851144
2023-11-20,0.0063613167611876196,1.0294758874021452
2023-11-21,0.003291076248405152,1.0328639710434802
2023-11-22,-0.006012883213371642,1.0266534806102965
2023-11-23,-0.0010543971525976974,1.0255709801036366
2023-11-24,-0.0010543971525976974,1.0244896209824284
2023-11-29,0.0015158000180137314,1.0260425423683683
2023-11-30,0.0013611248337314823,1.0274391143532509
2023-12-01,0.0013611248337314823,1.0288375872469442
2023-12-04,0.0013611248337314823,1.0302379636368224
2023-12-05,-0.007268246966756691,1.0227499396825814
2023-12-06,-0.0034917153299142507,1.0191787880395229
2023-12-07,-0.012536189561491792,1.006402169555608
2023-12-08,-0.0030941340971973505,1.0032882262872926
2023-12-11,0.0035402562752080416,1.0068401237262485
2023-12-12,0.011687239279998114,1.01860730516894
2023-12-13,0.009883032408300352,1.0286742341772561
2023-12-14,0.0075765506314477244,1.036468036595766
2023-12-15,0.0075765506314477244,1.044320889152911
2023-12-18,0.001383785335073033,1.0457660050844313
2023-12-19,0.001383785335073033,1.0472131207461852
2023-12-20,0.006586263878358922,1.0541103426962994
2023-12-21,0.006586263878358922,1.0610529915702047
2023-12-22,0.006586263878358922,1.0680413665616082
2023-12-27,0.005752930545025589,1.0741857343626515
2023-12-28,-0.013443974394503733,1.0597444088549388
2023-12-29,-0.013443974394503733,1.0454972321575746
2024-01-01,-0.013443974394503733,1.0314415941389237
2024-01-03,0.011527512896407782,1.0433315504172516
2024-01-04,-0.013481103366492516,1.0292662899405536
2024-01-05,-0.006970600710547004,1.0220916856085518
2024-01-08,0.016947581444647645,1.0394136676942998
2024-01-09,0.002455467076296588,1.0419659137339758
2024-01-10,-0.00015802715617811258,1.041801254823794
2024-01-11,-0.00015802715617811258,1.0416366219341915
2024-01-12,0.0038571800377129226,1.0456544019188667
2024-01-15,-0.011073537850221766,1.034075308320967
2024-01-17,-0.008481762226247563,1.025304527431755
2024-01-18,-0.008481762226247563,1.0166081382205836
2024-01-19,-0.0012442288175500606,1.0153432450788538
2024-01-25,0.0246176048608601,1.0403385638843485
2024-01-30,0.0218844047537799,1.0631057540973596
2024-01-31,0.007680583078319685,1.0712710261627443
2024-02-01,0.016878100483744385,1.0893520461876431
2024-02-02,0.013637041557407414,1.104207585312151
2024-02-05,0.016351504777569893,1.1222630409188115
2024-02-06,0.018866871886047333,1.1434366339342728
2024-02-07,0.009108399687842678,1.1538515118138677
2024-02-08,0.009108399687842678,1.16436125256389
2024-02-09,0.004050732270869828,1.169077768264601
2024-02-12,0.011086131906532995,1.1820383186125776
2024-02-13,0.01156211221147994,1.1957051782906454
2024-02-14,0.003150359658800098,1.1994720796481506
2024-02-15,0.01835383029705088,1.2214869866440636
2024-02-16,0.005719295914520435,1.228473032176417
2024-02-19,0.0031741060596450956,1.2323723358719587
2024-02-21,0.0034700990310158053,1.2366487899205187
2024-02-22,-0.006986221940569822,1.2280092870115968
2024-02-23,-0.009315898348646176,1.2165692773226033
2024-02-26,-0.014303687437688839,1.1991678506334857
2024-02-27,-0.013634923723487253,1.18281728845844
2024-02-28,0.014653353746974556,1.200149528604259
2024-02-29,0.012226254359112195,1.2148228620099433
2024-03-01,-0.0025684698861681747,1.211702626071842
2024-03-04,-0.0025684698861681747,1.2085904043657856
2024-03-05,0.019319898133449552,1.2319402478631971
2024-03-06,-0.005863194159599978,1.2247171429969494
2024-03-07,-0.0061820280050457095,1.2171459073206827
2024-03-12,0.00912167765685847,1.2282483199486267
2024-03-13,0.013431303475432236,1.2447452958770466
2024-03-14,-0.004988970794390683,1.2385352979494608
2024-03-15,0.0014039446186132811,1.2402741329159797
2024-03-18,-0.013351185115732338,1.223715003373164
2024-03-19,0.0040264328774712865,1.2286422096954006
2024-03-20,0.0040264328774712865,1.233589255083167
2024-03-21,-0.01667948143757451,1.2130136260014162
2024-03-22,-0.01403041966766283,1.1959945357660229
2024-03-27,0.002109814669965367,1.1985178625827806
2024-03-28,0.010026067117393438,1.2105342831144306
2024-04-02,-0.0022094802878178848,1.2078596314781616
2024-04-03,0.019436077585812228,1.2313356849883417
2024-04-04,-0.03250980572730888,1.191305201084268
2024-04-05,-0.030013531385839065,1.155549925041412
2024-04-09,0.005693917615531654,1.1621295311152318
2024-04-10,-0.018453343355014563,1.1406843558545603
2024-04-15,0.005401798334606116,1.1468461027083268
2024-04-16,0.02387345240908904,1.1742252785618834
2024-04-19,0.016291888818078824,1.193355626247591
2024-04-22,0.005777296914870167,1.2002499960254542
2024-04-23,0.00515646099208117,1.206439038310705
2024-04-24,0.009489118353714982,1.2178870811317775
2024-04-25,0.007364730663880917,1.226856491463333
2024-04-26,-0.008513046529671775,1.2164122050662758
2024-04-29,0.015298416348278963,1.2350213854305079
2024-04-30,0.015987269939689873,1.2547660057006753
2024-05-03,-0.015876168692216232,1.2348451289249132
2024-05-06,-0.007755556682600159,1.2252682175333032
2024-05-07,0.014189008533764464,1.2426535587280334
2024-05-08,-0.012692375714471276,1.2268813328777324
2024-05-09,0.013454043402223299,1.243387847579647
2024-05-10,0.020873037386285175,1.2693411286078295
2024-05-13,0.0001202313435234581,1.2694937431971116
2024-05-14,-0.012380098109229002,1.253777286107279
